NAZIV,ŠIFRA,NETO_KOLIÈINA,JEDINICA_MJERE,PAKIRANJE,MARKA,MALOPRODAJNA_CIJENA,CIJENA_ZA_JEDINICU_MJERE,BARKOD,KATEGORIJA_PROIZVODA,Sidrena_cijena_na_02.05.2025
Kruška 1kg,0080281,1,1kg,Pakovanje,,1.99,1.99,20250140,Hrana,2.19
Kruška 1kg,0080281,1,1kg,Pakovanje,,1.99,1.99,4335619014510,Hrana,2.19
Trešnja 500g,0080363,0.5,500g,Pakovanje,,4.99,9.98,3857500072139,Hrana,3.49
Ananas,0080611,1.655,1komad,Rasuto,,2.22,2.22,4335619266773,Hrana,2.49
Ananas,0080611,1.655,1komad,Rasuto,,2.22,2.22,8033229870088,Hrana,2.49
Physalis,0080735,0.1,100g,Pakovanje,,0.49,4.9,7706899000062,Hrana,1.29
Borovnica 125g,0080820,0.125,125g,Pakovanje,,1.49,11.92,8437005016392,Hrana,1.49
Mahuna zelena široka,0082327,0.5,500g,Pakovanje,,2.99,5.98,20247928,Hrana,2.49
Domaæa rajèica cherry 250g,0082386,0.25,250g,Pakovanje,,2.19,8.76,20242138,Hrana,2.19
Spužvica za šminku,0441136,0.008,1ST,Pakovanje,Cien BEAUTY,0.5,0.5,4335633057920,Kozmetika,0.5
Spužvica za šminku,0441136,0.008,1ST,Pakovanje,Cien BEAUTY,0.5,0.5,4335633057968,Kozmetika,0.5
Keksi,5210950,0.21,210g,Pakovanje,Hatherwood,1.29,6.14,20405588,Hrana,1.29
Okrugli keksi s maslacem,5211437,0.16,160g,Kart. na prekl.,Hatherwood,1.99,12.44,20114404,Hrana,1.99
Kolaè od sira SK7,5231951,0.443,"430g,450g",Kart. na prekl.,Hatherwood,5.19,12.07,4335619072565,Hrana,5.19
Kolaè od sira SK7,5231951,0.443,"430g,450g",Kart. na prekl.,Hatherwood,5.19,11.53,4335619072565,Hrana,5.19
Irish Gin 40%,5302814,0.7,700ml,Boca,,10.49,14.99,20835118,Piæe,10.49
Prutiæi punjeni èokoladom RFA,5500248,0.28,280g,Pakovanje,Sondey,1.55,5.54,20498351,Hrana,1.55
"Jako pivo 7,2%",5500395,0.502,"0,5l",Limenka,Argus,1.09,2.18,4056489877738,Piæe,1.09
"Jako pivo 7,2%",5500395,0.502,"0,5l",Limenka,Argus,1.09,2.18,4304493257139,Piæe,1.09
Kocke za juhu SK6,5500632,0.12,120g,Kart. na prekl.,Kania,0.75,6.25,20420635,Hrana,0.75
Sapun SK1,5500714,0.1,100g,Pakovanje,-,0.39,3.9,20819873,Kozmetika,0.39
"BBQ umak, 420ml",5501634,0.5,500g,PET-Boca,Grill&Fun,1.99,3.98,20299293,Hrana,1.99
Svježi filet pileæih prsa,6907295,1,ca. 1kg,Vakumir. pakov.,,5.65,5.65,2895145000000,Hrana,5.25
Svježi filet pileæih prsa,6907295,1,ca. 1kg,Vakumir. pakov.,,5.65,5.65,2895149000000,Hrana,5.25
Hand cooked chips s morskom soli,6907332,0.125,125g,Vrecica,Deluxe,0.99,7.92,4056489612049,Hrana,0.99
Lino Keksolino kakao keksiæi,6907350,0.14,140g,Vrecica,,1.69,12.07,3856020254827,Hrana,1.69
Ledo Njofra sladoled štapiæ,6907366,0.252,6x65ml,Kart. na prekl.,,5.99,15.36,3850116056869,Hrana,5.99
Banjaluèki æevapèiæi,6907395,0.5,500g,Atmos-Pakiranje,Naša mesnica,3.99,7.98,4056489611837,Hrana,4.19
Johnnie Walker Black Naked,6907408,0.7,"0,7l",Boca,,20.49,29.27,5000267024202,Piæe,20.49
Baby vlažne maramice sensitiv,6907414,415,80komad,Pakovanje,Lupilu,1.29,0.02,4056489612063,Proizvodi za kuæanstvo,1.29
Striploin Steak,6907419,0.275,275g,Vakumir. pakov.,,5.49,19.96,4056489002758,Hrana,5.49
"Everton Instant èaj 	",6907422,1,1000g,Vrecica,,2.59,2.59,8007185007703,Piæe,2.59
Podravka Fini Mini Kokošji noodles,6907469,0.375,375g,Vrecica,,1.99,5.31,3856020258337,Hrana,1.99
Podravka Fini Mini Goveði noodles,6907470,0.375,375g,Vrecica,,1.99,5.31,3856020258399,Hrana,1.99
"Kvrgavi kulen, cca. 550g",6907535,1,ca. 550g,Vakumir. pakov.,Okusi zavièaja,19.99,19.99,2896380000000,Hrana,19.99
"Cromaris Zubatac, ca. 900g",6907560,1,ca. 900g,Atmos-Pakiranje,,21.99,21.99,2128024000000,Hrana,21.99
"Cromaris Zubatac, ca. 900g",6907560,1,ca. 900g,Atmos-Pakiranje,,21.99,21.99,2128026000007,Hrana,21.99
"Cromaris Zubatac, ca. 900g",6907560,1,ca. 900g,Atmos-Pakiranje,,21.99,21.99,2128027000000,Hrana,21.99
Aranžmani Mirna & Princ,6907569,1.41,1komad,Pakovanje,,32.99,32.99,3858889015946,Proizvodi za kuæanstvo,32.99
Craft Baranjska kobasica,6907582,0.32,320g,Vakumir. pakov.,Okusi zavièaja,4.49,14.03,4056489925095,Hrana,4.49
Lumen Lampion križ,6907660,0.225,1komad,Pakovanje,,1.99,1.99,3870634000151,Proizvodi za kuæanstvo,1.99
Ajax Sredstvo za èišæenje kuæ. SK1,6907666,1.3,1300ml,PET-Boca,,4.39,3.38,8718951358768,Sredstva za èišæenje,4.39
Palmolive Šampon SK2,6907702,0.363,350ml,PET-Boca,,3.55,10.14,8718951576919,Kozmetika,3.55
Medni sufle SK2,6907716,0.2,200g,Staklo,,3.25,16.25,0796554964690,Hrana,3.25
Poklon paket Nivea Men Sensitive,6907866,0.37,350ml,Pakovanje,,6.99,19.97,9005800372266,Kozmetika,6.99
"'z bregov Svježe mlijeko 3,2% m.m.",6901019,1,1l,PET-Boca,,1.49,1.49,3850108011845,Hrana,1.49
BO Hot-dog pecivo SUS,6901093,0.08,80g,Rasuto,,0.32,4,3859890733430,Hrana,0.32
"Jaja podni uzgoj, razred M, 10 kom.",6901107,0.58,10komad,Pakovanje,Okusi zavièaja,2.39,0.24,3859891140060,Hrana,2.49
"Jaja podni uzgoj, razred M, 10 kom.",6901107,0.58,10komad,Pakovanje,Okusi zavièaja,2.39,0.24,4056489074991,Hrana,2.49
"Jaja podni uzgoj, razred M, 10 kom.",6901107,0.58,10komad,Pakovanje,Okusi zavièaja,2.39,0.24,4056489926641,Hrana,2.49
"Leffe Brown pivo, 6,5%",6901136,0.33,"0,33l",Boca,,1.89,5.73,5410228166672,Piæe,1.89
Nivea Body Milk SK2,6901147,0.25,250ml,Boca,,4.89,19.56,4005808246205,Kozmetika,4.89
Nivea Body Milk SK2,6901147,0.25,250ml,Boca,,4.89,19.56,9005800377889,Kozmetika,4.89
Pitroid Sprej protiv svih kukaca,6901185,0.349,400ml,Limenka,,4.19,10.48,3856007902024,Proizvodi za kuæanstvo,4.19
"Kinder mini èokolada, 120g",6901349,0.12,120g,Vrecica,,2.15,17.92,8000500187494,Hrana,2.15
"Kinder mini èokolada, 120g",6901349,0.12,120g,Vrecica,,2.15,17.92,8000500256213,Hrana,2.15
Tuš za oèi SK3 ,0120329,0.006,1komad,Pakovanje,Cien Beauty,2.35,2.35,20066475,Kozmetika,2.35
Tuš za oèi SK3 ,0120329,0.006,1komad,Pakovanje,Cien Beauty,2.35,2.35,20828646,Kozmetika,2.35
Šeæerna glazura SK2,0120622,0.125,125g,Vrecica,Belbake,0.99,7.92,20774912,Hrana,0.99
Gumeni bomboni,0120822,0.3,300g,Vrecica,Sweet Corner,1.61,5.37,4056489157366,Hrana,1.79
BO Lisnato s marelicom i ricottom,0120960,0.1,90g,Rasuto,,0.55,6.11,20786595,Hrana,0.55
Krem juha od rajèice,0121220,0.07,70g,Pakovanje,Kania,0.69,9.86,20800017,Hrana,0.69
BO Croissant s maslacem,0121471,0.057,57g,Rasuto,,0.59,10.35,20805692,Hrana,0.59
Sladoled štapiæ bijela èok.-badem,0121510,0.504,6x120ml,Kart. na prekl.,Bon Gelati,5.49,7.63,4056489375081,Hrana,5.49
Kobasica SK2,0121534,0.168,"150g,180g",Vakumir. pakov.,Grillmeister,1.49,8.28,20668655,Hrana,1.49
Kobasica SK2,0121534,0.168,"150g,180g",Vakumir. pakov.,Grillmeister,1.49,8.28,20805371,Hrana,1.49
Spring rolls SK3 ,0179946,0.4,400g,Kart. na prekl.,Vitasia,2.99,7.48,4056489957812,Hrana,2.99
Spring rolls SK3 ,0179946,0.4,400g,Kart. na prekl.,Vitasia,2.99,7.48,4056489957829,Hrana,2.99
Mix za kolaèe SK1,0180333,0.293,"285g,300g",Kart. na prekl.,Belbake,2.09,7.33,4056489708698,Hrana,2.09
Tvrdi bomboni SK1,0180452,0.095,"80g, 100g",Vrecica,Amanie,1.09,10.9,4056489713340,Hrana,1.09
Tvrdi bomboni SK1,0180452,0.095,"80g, 100g",Vrecica,Amanie,1.09,10.9,4056489713364,Hrana,1.09
"Ulošci s Aloe Vera, SK1",0180483,0.167,"20komad,24komad,28komad",Pakovanje,Siempre,2.09,0.07,4056489713586,Proizvodi za kuæanstvo,2.09
Hrana za maèke XXL SK2,0180681,2.4,24x100g,Kart. na prekl.,Coshida,6.99,2.91,20262679,Proizvodi za kuæanstvo,6.99
Univerzalno sred. za èišæenje SK1,0182565,1,1l,PET-Boca,W5,1.69,1.69,4056489733942,Sredstva za èišæenje,1.69
Q10 + Vitamin C Dnevna krema SK1,0182905,0.049,50ml,Kozm.posudica,Cien,2.89,57.8,4056489638728,Kozmetika,2.89
Mentol bomboni bez šeæera,0183259,0.25,250g,Vrecica,Amanie,1.99,7.96,4056489753643,Hrana,1.99
Easy snack XXL SK1,0183860,0.725,"700g,750g",Pakovanje,Culinea,6.99,9.99,4056489754978,Hrana,6.99
BO Mini baguette,0184003,0.09,80g,Rasuto,,0.59,7.38,4056489758815,Hrana,0.59
Vodeni sladoled od lubenice,0184126,0.335,5x73ml,Kart. na prekl.,Gelatelli,1.99,5.45,4056489762317,Hrana,1.99
Proteinska èok. bez dodanog šeæera,0184204,0.09,90g,Tabla,Fin Carré,2.79,31,4056489762720,Hrana,2.79
Èokoladni napitak u prahu SK4,0184572,0.25,250g,Pakovanje,Deluxe,6.69,26.76,20526085,Hrana,6.69
Èokoladni napitak u prahu SK4,0184572,0.25,250g,Pakovanje,Deluxe,6.69,26.76,4056489764632,Hrana,6.69
Tuna u suncokretovom ulju XXL,0184669,0.75,750g,Limenka,Sol&Mar,7.99,10.65,4056489789277,Hrana,7.99
Kapsule za kavu karamela,0185266,0.058,58g,Kart. na prekl.,Bellarom,2.29,39.48,4056489787044,Piæe,2.29
Sladoled kakao,0185719,1.25,2500ml,Plitica,Bon Gelati,4.75,1.9,4056489788973,Hrana,4.75
Zaèinjene tagliatelle SK10,0186184,0.5,500g,Vrecica,Deluxe,1.89,3.78,4056489798316,Hrana,1.89
Zaèinjene tagliatelle SK10,0186184,0.5,500g,Vrecica,Deluxe,1.89,3.78,4056489798323,Hrana,1.89
Kava Royal RFA 100% Robusta,0186195,0.2,200g,Staklo,Bellarom,6.19,30.95,4056489798354,Piæe,6.99
Tekuæi sapun za ruke antibakt. SK1,0166335,1.044,1l,Vrecica,Cien,1.99,1.99,4056489345329,Kozmetika,1.99
Muffini punjeni SK3,0166431,0.368,"360g,375g",Pakovanje,MCENNEDY,2.89,7.71,4056489416449,Hrana,2.89
Super alkalne baterije AAA,0167081,0.24,20komad,Kart. na prekl.,Tronic,2.99,0.15,4056489495697,Proizvodi za kuæanstvo,2.99
Hummus XXL SK1,0167094,0.3,300g,Posudica,Chef Select,1.39,4.63,4056489447191,Hrana,1.39
Hummus XXL SK1,0167094,0.3,300g,Posudica,Chef Select,1.39,4.63,4056489447207,Hrana,1.39
Juha na talijanski naèin SK2,0167235,0.4,400ml,Limenka,Italiamo,1.39,3.48,20450212,Hrana,1.39
Tekuæi deterdžent (F) 30 pranja SK1,0167396,1.521,"1,5l",PET-Boca,Formil,3.59,2.39,4056489497189,Sredstva za èišæenje,3.59
Lagani snackovi SK8,0168202,0.25,250g,Pakovanje,Culinea,2.79,11.16,20644376,Hrana,2.79
Jogurt SK17,0168449,0.175,175g,Posudica,Milbona,0.89,5.09,4056489404989,Hrana,0.89
Krema za ruke SK7,0168553,0.101,100ml,Tuba,Cien,1.04,10.4,4056489526742,Kozmetika,1.15
Krema za ruke SK7,0168553,0.101,100ml,Tuba,Cien,1.04,10.4,4335619092174,Kozmetika,1.15
Claudel/Istara Sirni specijaliteti,0130333,0.195,"150g,200g,220g",Pakovanje,,2.99,13.59,20611194,Hrana,2.99
Claudel/Istara Sirni specijaliteti,0130333,0.195,"150g,200g,220g",Pakovanje,,2.99,14.95,3023260030720,Hrana,2.99
Claudel/Istara Sirni specijaliteti,0130333,0.195,"150g,200g,220g",Pakovanje,,2.99,14.95,3228021150185,Hrana,2.99
Kobasica za peèenje XXL,0130421,1.08,12x90g,Vakumir. pakov.,Dulano,8.49,7.86,4335619014671,Hrana,8.49
Grickalice za pse SK1,0130809,0.16,"100g,150g,200g",Vrecica,Orlando,0.89,8.9,20971595,Proizvodi za kuæanstvo,0.89
Grickalice za pse SK1,0130809,0.16,"100g,150g,200g",Vrecica,Orlando,0.89,8.9,20971601,Proizvodi za kuæanstvo,0.89
Grickalice za pse SK1,0130809,0.16,"100g,150g,200g",Vrecica,Orlando,0.89,5.93,20971601,Proizvodi za kuæanstvo,0.89
Èetka za kosu,0426577,0.102,1ST,Pakovanje,,1,1,4058143058101,Kozmetika,1
Èetka za kosu,0426577,0.102,1ST,Pakovanje,,1,1,4058143058125,Kozmetika,1
Èetka za uvijanje kose,0435627,0.23,1ST,Pakovanje,Silvercrest Personal Care,5,5,4335633004160,Kozmetika,5
'z bregov Protein. napit. èok. ban.,6903399,0.529,"0,5l",PET-Boca,,2.52,5.04,3850108023718,Hrana,2.52
Podravka Sjeckana rajèica,6903509,0.39,390g,Pakovanje,,1.99,5.1,3850104220616,Hrana,1.99
Multivita Direct SK5,6903521,0.03,"30g,37,5g",Sortirano,,4.59,4.59,3858881248052,Hrana,4.59
Duracell Basic K5 SK2,6903598,0.095,5komad,Pakovanje,,6.49,1.3,5000394160651,Proizvodi za kuæanstvo,6.49
Duracell Basic K5 SK2,6903598,0.095,5komad,Pakovanje,,6.49,1.3,5000394160682,Proizvodi za kuæanstvo,6.49
"BO Meksièka rolica, 110g",6903630,0.11,110g,Rasuto,,0.99,9,3858891073156,Hrana,0.99
Dukat kiselo vrhnje 12% m.m.,6903657,0.9,900g,Karton,,2.85,3.17,3850354009863,Hrana,2.85
Pringles Sour Cream Onion ,0001020,0.165,165g,Limenka,,3.49,21.15,5053990101597,Hrana,3.49
"Krem sladoled štapiæ, badem",0001035,0.504,6x120ml,Kart. na prekl.,Bon Gelati,4.99,6.93,20001308,Hrana,4.99
"Krem sladoled štapiæ, badem",0001035,0.504,6x120ml,Kart. na prekl.,Bon Gelati,4.99,6.93,4056489223368,Hrana,4.99
Èetka za kosu,0437870,0.078,1ST,Pakovanje,Cien BEAUTY,1,1,4335633005600,Kozmetika,1
Kozmetièko ogledalo s rasvjetom,0438002,0.28,1ST,Pakovanje,Cien BEAUTY,7,7,4334036092828,Kozmetika,7
Sanitas Set za manikuru - pedikuru,0417282,0.342,1ZSE,Pakovanje,,10,10,4211125585372,Kozmetika,10
"Mini tortilja wraps, 8x15 cm",0207141,0.22,220g,Pakovanje,El Tequito,0.99,4.5,4335619022386,Hrana,0.99
Mucho Mas crno vino,0207285,0.75,"0,75l",Boca,,4.99,6.65,8410702046992,Piæe,4.99
Kapsule za pranje rublja SK4,0207435,0.756,36x21g,Box,Formil,8.99,11.89,4335619023505,Sredstva za èišæenje,8.99
Grill umak SK2,0207925,0.265,240ml,Boca,Deluxe,1.78,7.42,4335619031234,Hrana,1.78
"Sladoled praline, višnja",0208267,0.42,6x84ml,Kart. na prekl.,Gelatelli,3.99,7.92,4335619032958,Hrana,3.99
Djeèje pelene XL,0208363,2.05,64komad,Pakovanje,Lupilu,9.49,0.15,4335619036284,Proizvodi za kuæanstvo,9.49
"Trajno mlijeko bez laktoze 2,8%m.m",0208604,1.03,1l,Pakovanje,Pilos,1.49,1.49,4335619037380,Hrana,Nije_bilo_u_prodaji_02.05.2025
Èokolada punjena alkoholom SK1,0208695,0.1,100g,Tabla,Duc de Coeur,1.35,13.5,4335619040908,Hrana,1.35
Èokolada punjena alkoholom SK1,0208695,0.1,100g,Tabla,Duc de Coeur,1.35,13.5,4335619040915,Hrana,1.35
Morska sol jodirana,0208836,0.11,110g,Staklo,Kania,1.79,16.27,4335619044326,Hrana,1.79
"""N"" WC osvježivaè 4x40g SK1",0209303,0.16,4x40g,Pakovanje,,0.99,6.19,4056489882770,Sredstva za èišæenje,0.99
XXL Maslac od kikirikija SK1,0210066,1,1kg,Kanta,Maribel,5.39,5.39,4335619047433,Hrana,5.39
Gel za tuširanje 3u1,0210659,0.4,400ml,PET-Boca,Cien MEN,1.29,3.23,4335619058491,Kozmetika,1.29
Gel za tuširanje 3u1,0210659,0.4,400ml,PET-Boca,Cien MEN,1.29,3.23,4335619058507,Kozmetika,1.29
Njega lica SK1,0210714,0.118,"125ml,30ml,50ml",Sortirano,Cien,2.09,41.8,4335619061750,Kozmetika,2.09
Dagnje na buzaru,0211237,0.25,250g,Kart. na prekl.,NOSTJA,2.29,9.16,4335619063433,Hrana,2.29
Hrskave žitarice XXL,0211392,1.5,"1,5kg",Kart. na prekl.,Crownfield,5.79,3.86,4335619063457,Hrana,5.79
Koktel 15% SK2,0211643,0.683,"0,7l",Boca,,5.49,7.84,4304493270886,Piæe,5.49
Premium pizza SK1,0211831,0.42,"430g,427g,403g",Kart. na prekl.,Deluxe,3.72,8.65,4335619069848,Hrana,3.72
Premium pizza SK1,0211831,0.42,"430g,427g,403g",Kart. na prekl.,Deluxe,3.72,9.23,4335619069855,Hrana,3.72
Premium pizza SK1,0211831,0.42,"430g,427g,403g",Kart. na prekl.,Deluxe,3.72,8.71,4335619069855,Hrana,3.72
Papar u mlincu SK2,0212395,0.087,"90g,85g",Staklo,Deluxe,3.52,39.11,4335619266162,Hrana,3.52
Salama s parmezanom SK1,0213334,0.06,60g,Atmos-Pakiranje,Deluxe,1.79,29.83,4335619083233,Hrana,1.79
Pileæe punjene okruglice SK1,0213662,0.28,280g,Atmos-Pakiranje,1001 delights,3.05,10.89,4335619084216,Hrana,3.05
Premium voæni namaz SK2,0214377,0.42,420g,Staklo,Maribel,2.79,6.64,4056489955160,Hrana,2.79
Gnijezda od špageta SK1,0214890,0.25,250g,Pakovanje,Deluxe,1.59,6.36,4335619092891,Hrana,1.59
Špageti/Tagliatelle SK1,0215160,0.5,500g,Vrecica,Deluxe,2.29,4.58,4335619100350,Hrana,2.29
Veganski namaz SK1,0215252,0.15,150g,Posudica,Vemondo,1.79,11.93,4335619100978,Hrana,1.79
BO Ciabatta s maslinovim uljem,0215253,0.3,300g,Vrecica,,2.49,8.3,8424465883749,Hrana,2.49
Tortilla èips XXL SK3,0215815,0.375,375g,Vrecica,Snack Day,1.79,4.77,4335619091788,Hrana,1.79
Bio bezglutenski bageti SK4,0215912,0.18,180g,Vrecica,Tastino,2.59,14.39,4056489472582,Hrana,2.59
Štapiæi za dentalnu njegu pasa SK1,0216941,0.27,270g,Vrecica,Orlando,1.49,5.52,4056489069652,Proizvodi za kuæanstvo,1.49
Proteini.si Protein bar Spec. Edi.,6908239,0.05,50g,Pakovanje,,1.15,23,3830081429813,Hrana,1.15
Voal Šampon za pranje kose Kopriva,6908246,1.01,1l,Pakovanje,,1.09,1.09,3858890127812,Kozmetika,1.09
Grah šareni,6908282,0.8,800g,Vrecica,Campo Largo,2.79,3.49,4056489925965,Hrana,2.79
Festigia Malvazija,6908290,0.75,"0,75l",Boca,,13.95,18.6,3858881191914,Piæe,13.95
Dipterol Family Losion,6908291,0.2,200ml,Pakovanje,,7.99,39.95,3856007911699,Proizvodi za kuæanstvo,7.99
Koestlin Èajno pecivo žit. & brus.,6908294,0.16,160g,Pakovanje,,1.49,9.31,3856014113604,Hrana,1.29
Tata Mata Pileæa hrenovka,6908331,0.5,500g,Vakumir. pakov.,,1.99,3.98,3858890933161,Hrana,1.99
Ricola SK1,6908383,0.04,40g,Pakovanje,,1.59,1.59,7610700923061,Hrana,1.59
Kutjevo Traminac,6908435,0.75,"0,75l",Boca,,7.99,10.65,3850156001041,Piæe,7.99
Jana Ledeni èaj limun,6908441,1.527,"1,5l",PET-Boca,,1.45,0.97,3856028500223,Piæe,1.45
Thomas Henry Tonic Water,6908461,0.75,"0,75l",Boca,,3.99,5.32,4251760802526,Piæe,3.99
Ledo Kozice u hrskavoj panadi,6908492,0.25,250g,Pakovanje,,4.79,19.16,3850116063805,Hrana,4.79
"Janjetina bez glave, cca 2,2 kg",6908518,1,"ca. 2,2kg",Atmos-Pakiranje,,11.79,11.79,2894310000000,Hrana,10.99
"Podravka Èajna kobasica, nar. XXL",6908523,0.3,300g,Atmos-Pakiranje,,5.99,19.97,3856020261870,Hrana,5.99
"Podravka Panonska kob, narezak XXL",6908525,0.3,300g,Atmos-Pakiranje,,5.99,19.97,3856020272463,Hrana,5.99
Losion za tijelo SK7,0098716,0.412,400ml,PET-Boca,Cien,2.39,5.98,20516451,Kozmetika,2.39
Losion za tijelo SK7,0098716,0.412,400ml,PET-Boca,Cien,2.39,5.98,4335619081031,Kozmetika,2.39
Maska za lice 2x8ml SK2,0098722,0.017,1komad,Pakovanje,Cien,0.59,0.59,20516536,Kozmetika,0.59
Namaz od lješnjaka bez laktoze,0098756,0.4,400g,Staklo,Vemondo,2.29,5.73,20562663,Hrana,2.29
Mini salama,0098848,0.05,2x25g,Atmos-Pakiranje,Dulano,1.39,27.8,20565732,Hrana,1.39
BB Krema za lice SK5,0098901,0.052,50ml,Kart. na prekl.,Cien,2.64,52.8,20561796,Kozmetika,2.69
Friskies hrana za pse govedina,0000509,10,10kg,Vrecica,Nestlé,27.99,2.8,7613031395484,Proizvodi za kuæanstvo,27.99
Gillette Gel za brijanje SK,0000533,0.237,240ml,Sprühdose,,5.29,22.04,7702018982011,Kozmetika,5.29
Always Ultra Quattro ulošci SK,0000536,0.165,"40komad,24komad,28komad,20komad",Pakovanje,,4.99,0.21,4015400489764,Proizvodi za kuæanstvo,4.99
Always Dailies Dnevni ulošci SK,0000537,0.123,"52komad,44komad,58komad",Pakovanje,,2.99,0.05,4015400563846,Proizvodi za kuæanstvo,2.99
Always Dailies Dnevni ulošci SK,0000537,0.123,"52komad,44komad,58komad",Pakovanje,,2.99,0.06,8006540791394,Proizvodi za kuæanstvo,2.99
Naturella Ultra ulošci SK,0000538,0.148,"40komad,32komad,28komad",Pakovanje,,4.79,0.15,8006540399521,Proizvodi za kuæanstvo,4.79
Naturella Ultra ulošci SK,0000538,0.148,"40komad,32komad,28komad",Pakovanje,,4.79,0.12,8006540399569,Proizvodi za kuæanstvo,4.79
Jar det. za pr. posuða Extra+limun,0000539,0.667,650ml,Boca,,3.99,6.14,8006540355381,Sredstva za èišæenje,3.99
Syoss šampon Keratin,0000582,0.77,750ml,PET-Boca,Henkel,6.45,8.6,5201143725606,Kozmetika,6.45
Èipi Èips SK1,0000629,0.195,"190g,200g",Vrecica,,2.99,15.74,3856021300646,Hrana,2.99
Persil Prašak za pranje rublja Sil.,0000630,6.05,"6,05kg",Nosivo pak.,Henkel,23.99,23.99,9000101565775,Sredstva za èišæenje,23.99
Ariel kapsule Ultra Stain Release,0000671,1.476,52kom,Pakovanje,,20.99,0.4,8001090804938,Sredstva za èišæenje,20.99
Persil Gel za pranje rublja Color,0000745,1.861,"1,8l",PET-Boca,Henkel,14.75,8.19,9000101566635,Sredstva za èišæenje,14.75
Perwoll tekuæi deterdž. Color 60pr,0000752,3.084,3l,PET-Boca,Henkel,11.49,3.83,9000101808568,Sredstva za èišæenje,11.49
Persil prašak za pranje rublja Exp.,0000754,3.96,"3,96kg",Karton,Henkel,18.99,4.8,9000101805932,Sredstva za èišæenje,18.99
Perwoll Tekuæi det. Color 40 pranja,0000760,2.056,2l,PET-Boca,,8.95,0.22,9000101810479,Sredstva za èišæenje,8.95
Perwoll Tekuæi det. Black 40 pranja,0000761,2.058,2l,PET-Boca,,8.95,0.22,9000101808445,Sredstva za èišæenje,8.95
Kellogg’s Granola Crunchy Nut Car.,0000827,0.38,380g,Vrecica,,2.99,7.87,5059319020396,Hrana,2.99
Mlijeèni desert SK21,0001004,0.515,900ml,Plitica,Bon Gelati,3.49,3.88,20106911,Hrana,3.49
Mlijeèni desert SK21,0001004,0.515,900ml,Plitica,Bon Gelati,3.49,3.88,20180188,Hrana,3.49
Mlijeèni desert SK21,0001004,0.515,900ml,Plitica,Bon Gelati,3.49,3.88,20180195,Hrana,3.49
"Filet lososa s kožom, cca. 200-400g",0124551,1,ca. 200-400g,Pakovanje,-,19.99,19.99,2895632000000,Hrana,19.99
"Cimet, mljeveni 45g",0125217,0.045,45g,Staklo,Kania,0.99,0.99,4056489411857,Hrana,0.99
Namaz od lješnjaka,0125477,0.4,400g,Staklo,Italiamo,2.99,7.48,20871765,Hrana,2.99
Èips SK1,0125537,0.2,200g,Vrecica,Eridanous,1.59,7.95,20871833,Hrana,1.59
Mini Mozzarella (OGT) SK5,0125645,0.125,125g,Posudica,Milbona,1.39,11.12,4056489847298,Hrana,1.39
Rumenilo SK5,0126194,0.005,1komad,Pakovanje,Cien,2.39,2.39,20030711,Kozmetika,2.39
"Ukrasi za lice, kosu i nokte",0458590,0.023,1ST,Pakovanje,Cien BEAUTY,0.5,0.5,4335747045608,Kozmetika,0.5
"Ukrasi za lice, kosu i nokte",0458590,0.023,1ST,Pakovanje,Cien BEAUTY,0.5,0.5,4335747045721,Kozmetika,0.5
Ureðaj za uklanjanje dlaèica,0458591,0.063,1ST,Pakovanje,Silvercrest Personal Care,3,3,4335747045752,Kozmetika,3
Mesne okruglice orijentalne SK1,0195122,0.28,280g,Atmos-Pakiranje,1001 delights,2.79,9.96,4056489904946,Hrana,2.79
Mini sir SK1,0195563,0.12,120g,Pakovanje,Milbona,2.79,23.25,4056489883371,Hrana,2.79
Proteinski namaz SK1,0196240,0.32,320g,Staklo,Mister Choc,3.99,12.47,4056489917946,Hrana,3.99
Proteinski namaz SK1,0196240,0.32,320g,Staklo,Mister Choc,3.99,12.47,4056489917953,Hrana,3.99
Voæni namazi SK1,0196245,0.26,260g,Staklo,Vitasia,1.89,7.27,4056489917984,Hrana,1.99
Miso juha,0196498,0.2,200g,Posudica,Vitasia,2.49,12.45,4056489918868,Hrana,2.49
Proteinsko pecivo,0196630,0.3,300g,Pakovanje,Tastino,1.99,6.63,4056489919537,Hrana,1.99
Milch-Schnitte 5er breskva,0198857,0.14,140g,Pakovanje,,1.99,14.21,80883869,Hrana,1.99
Japanski soja umak,0199577,0.152,150ml,Boca,Vitasia,1.19,7.93,4056489947271,Hrana,1.19
Premium pelene mini vel. 2,0199589,0.87,44komad,Pakovanje,Lupilu,4.89,0.11,4056489947356,Proizvodi za kuæanstvo,4.89
Namaz od avokada SK1,0201024,0.15,150g,Posudica,Chef Select,2.19,14.6,4056489962991,Hrana,2.19
Tablete za perilicu posuða 100x10g,0201089,1,100x10g,Pakovanje,W5,6.99,6.99,4056489972587,Sredstva za èišæenje,6.99
Prosecco Frizzante,0201105,0.2,"0,2l",Boca,Allini,1.99,9.95,4056489927747,Piæe,1.99
Panko krušne mrvice,0201170,0.2,200g,Vrecica,Vitasia,1.49,7.45,4056489973096,Hrana,1.49
Hrana za maèke 4x100g SK3,0202903,0.4,4x100g,Pakovanje,Coshida,1.59,3.98,4056489694502,Proizvodi za kuæanstvo,1.59
Hrana za maèke 4x100g SK3,0202903,0.4,4x100g,Pakovanje,Coshida,1.59,3.98,4056489694519,Proizvodi za kuæanstvo,1.59
